session_id,event_key,captured_at_utc,model_id,source_path,source_line,counter_epoch,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,request_usage_quality,is_long_context,is_duplicate,duplicate_sources
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","b20f84ba88ee9e6e91efe7701bc0b18af6638ca7db40561bc4522f44f7a2a60d","2026-05-04T12:03:26.893+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","90","0","47600","28032","0","338","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","302f96892409006e82d1f8b8a5f08e4cddc90d9b8be40cc4e2ebdece894127f0","2026-05-04T12:03:29.291+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","95","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","d051c13504eba1ed2a02298cc435e1e79b9d4e310f2d9db96e97e2c43a18060c","2026-05-04T12:03:36.303+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","102","0","51756","47488","0","337","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","cb1995680f3aa27da6ffdd8fcab50d4e2226ddfa07443bfeb56092f690738a74","2026-05-04T12:03:43.102+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","109","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","a3422cefa9e7bfa5c59225377284d3e1770af59a31bda6934c7183ff46f56c9d","2026-05-04T12:03:48.948+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","113","0","55740","51584","0","283","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","88d127caa5e43bc37d10c638e14facce3b2e6fbf0ce0c4bd4aaac667699cb193","2026-05-04T12:03:53.385+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","120","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","28acbf44e9b7487fd049876f369cac3b3432a2c97d591421e9be521dc4d6d693","2026-05-04T12:04:27.62+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","124","0","58867","55680","0","1777","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","410bef1f06765be029ffecf4ff810108224178ad2b23a858469bec1f5edf0314","2026-05-04T13:03:30.09+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","131","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","9ff3c412383773b51560cb9e5d65d1b219bf8ace3fbab8728eef387459ed9ba5","2026-05-04T13:03:35.771+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","136","0","60790","12160","0","180","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","c82ba036f618b8ca36ce155a3f2c1d8fd508cd42f08d3acb630b7b4efcd5588b","2026-05-04T13:03:38.253+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","138","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","1448d8a5ea89126b6cad0154f91d23cfdfb78289e333406a1d7f9dc263eb3e81","2026-05-04T13:03:44.452+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","142","0","60983","60288","0","297","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","5f45a1c0181c076764907d6ec3b02ed7d87928f8f5232a4a2bb789ab38a8cc2e","2026-05-04T13:03:55.339+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","149","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","747abfc1a878b77339bbd7e07c0943bbe820cef955e421700549f5d42802971b","2026-05-04T13:04:01.759+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","154","0","74185","60800","0","251","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","5fd242030b27ac52c07471d69e0e7de33d515fa20854ab082973eea73dc0ea1a","2026-05-04T13:04:04.785+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","156","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","e0c942af48ccf2052f9ca2184151221f65467f6cdefe5d88a6482ffc81f7ed41","2026-05-04T13:04:42.964+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","159","0","74449","74112","0","1965","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","664238f0bdf0c9f512da21b64f92e455f7d0362b951c8f32e4cb9e6c6fedc075","2026-05-04T13:04:45.426+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","161","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","c5859049db938ba3f5722a26f228105f6b7a93764acc85e2cd216fb99bcd96a3","2026-05-04T13:04:54.987+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","165","0","76464","74112","0","413","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","7c8d1d5bbcf3e3416275bc6e92c5ab5e572f6a4974ad8c58db224f0f7122725a","2026-05-04T13:04:57.615+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","167","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","c611f2e9026a16cd05972431393c4502dd8fd9b243e1abad66d004b22e161ff0","2026-05-04T13:05:01.836+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","171","0","76927","76160","0","136","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","de9d63d0945dc38c6de355fd2153ff1b782479aaaef641a393332169250f6033","2026-05-04T13:05:07.449+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","173","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","bf672ebc9e470cc6cd99c5be4bc1c9a191a6d1e84bbb5336628f46972954eb5a","2026-05-04T13:05:09.816+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","177","0","77113","76672","0","75","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","ca4f4982c7f4825429a88892680e44317cb2717d620d8f4ab93aee29ca57e74c","2026-05-04T13:05:13.006+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","179","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","bd9b8a7e9bc6d9e6a895d69cf3e3bd071c190b575a681c588f340731caad94d5","2026-05-04T13:05:45.44+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","184","0","77238","76672","0","1256","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","6138ef6f4ca3a691c8377bfce84b4bd5dc1f349c5593718870cd31effc0ba6da","2026-05-04T13:05:48.545+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","187","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","296f89b61d5df6a17e26c3cb4b0d2ae9704f8eeae2ad79199bb7b26071c741ae","2026-05-04T13:06:00.121+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","190","0","78544","77184","0","534","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","6b25a2da908f7d619e42c8053dc26e5577f607f3dc51d6fa7809fd8c0edac982","2026-05-04T13:06:02.704+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","193","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","927224ab4301da15f77a9e847277613b6a38641e15f823bab3e215953a9330a0","2026-05-04T13:06:06.449+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","196","0","79128","78208","0","116","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","817b241c6cf346db46335a9e9cb68b4dc9269f7c40d63c4cb009ccaef5e9d0cd","2026-05-04T13:06:10.77+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","198","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","e7122cd3c078737a1a8b3c00fe42209e50b34c684fc1aeb2d24d997eb8cc339c","2026-05-04T13:06:18.311+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","201","0","79294","78720","0","253","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","2f17b1726d8590574a9a8bbbdd721970cfba76c23ee12e1e675aead303cae2c9","2026-05-04T13:06:25.817+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","203","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","e25e86fa47cb1ec3c12e95341a01496a098e41ef3a6e262c66760616919fbab6","2026-05-04T13:06:30.531+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","206","0","79597","79232","0","167","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","fd4f67f7990209a0c7fcf728487f5004b6259f8ce188105840cd833f9d9a2e79","2026-05-04T13:06:34.456+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","209","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","766886354680cd7889a3e73eaf258ba9dc90c2a9d8e661260bf81b74c07d831d","2026-05-04T13:06:36.74+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","211","0","81543","79232","0","79","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","85a90a5a3ad8ca0c467936b03a4bd30fe22ce5a4ab01ae5ba46a2876161f1b9a","2026-05-04T13:06:41.113+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","214","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","b59d03948278d1354cd578475116b92f6b798e551096330e024289b2b22da5c5","2026-05-04T13:07:04.136+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","218","0","82971","81280","0","1225","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","0dfd8e4253cf22ad269c9cb67485007bb804f12596193e555264750afa3d3f1b","2026-05-04T13:07:06.764+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","220","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","62f96858fb9ddc5e742477b10dca9ce956a9ca54c8ef513948c76e1e638ff4d7","2026-05-04T13:07:17.754+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","224","0","84246","82816","0","495","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","fc3a6224041f2175f70f9d649b52854b73e12f270fb2e493b08730433608c2b8","2026-05-04T13:07:21.193+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","226","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","1bfc1f0286d1b49248339c3dcdd9a6094b84da72491b092e1d77ac7406a847fc","2026-05-04T13:07:45.093+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","230","0","84791","83840","0","1222","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","7d9a474f57d28f82f2b890d50c0321ed1ec01a3078add467571b9a5da2e87dfb","2026-05-04T13:07:47.502+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","232","0","0","0","0","0","1","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
"019df2d8-c1f3-7c90-9f60-3fdf5f17de0e","57a8a15d0e91536eee02cb8e333a51a883a0763ab32f6291c0bfe1677c2e88e4","2026-05-04T13:07:53.188+00:00","gpt-5.5","C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl","235","0","86063","84352","0","240","2","False","False","""C:\Users\xiong\.codex\archived_sessions\rollout-2026-05-04T19-56-24-019df2d8-c1f3-7c90-9f60-3fdf5f17de0e.jsonl"""
